id,question_type,method,evidence_coverage,evidence_hit_rate,evidence_count,answer_proxy_rouge_l,context_words,latency_ms,retrieved_chunk_ids,trace,answer_proxy
Medical-6397e7b3,Fact Retrieval,vector,0.8571428571428571,1.0,1,0.30769230769230765,532,1.79469000431709,"[891, 868, 70]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [891, 868, 70]}",New clinical trials are always becoming available. for your doctor to bring up clinical trials.
Medical-6397e7b3,Fact Retrieval,light_proxy,0.5714285714285714,0.0,1,0.23999999999999996,889,2.428138999675866,"[70, 888, 1164, 946, 743]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [891, 868, 70, 888, 864, 1164, 743, 946]}",New clinical trials are always becoming available. New clinical trials are always becoming available.
Medical-6397e7b3,Fact Retrieval,path_proxy,0.8571428571428571,1.0,1,0.23999999999999996,1246,3.748308001377154,"[891, 70, 888, 868, 1164, 946, 743]","{""strategy"": ""relation_path_proxy"", ""paths"": [[891, 868], [891, 890, 889, 70], [891, 890, 889, 1224, 888], [70, 888]]}",New clinical trials are always becoming available. New clinical trials are always becoming available.
Medical-4a5f5e62,Fact Retrieval,vector,1.0,1.0,2,0.631578947368421,532,1.9068779947701842,"[847, 212, 427]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [847, 212, 427]}",Neuroendocrine carcinoma of the cervix (NECC) is a rare and aggressive type of cervical cancer. Chapter 6: BPDCN discusses treatment of an aggressive subtype of AML.
Medical-4a5f5e62,Fact Retrieval,light_proxy,1.0,1.0,2,0.631578947368421,892,2.418844997009728,"[847, 846, 212, 427, 845]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [847, 212, 427, 863, 846, 862, 845, 868]}",Neuroendocrine carcinoma of the cervix (NECC) is a rare and aggressive type of cervical cancer. Chapter 6: BPDCN discusses treatment of an aggressive subtype of AML.
Medical-4a5f5e62,Fact Retrieval,path_proxy,1.0,1.0,2,0.631578947368421,1251,4.659744001401123,"[212, 427, 847, 846, 863, 845, 862]","{""strategy"": ""relation_path_proxy"", ""paths"": [[212, 427]]}",Neuroendocrine carcinoma of the cervix (NECC) is a rare and aggressive type of cervical cancer. Chapter 6: BPDCN discusses treatment of an aggressive subtype of AML.
Medical-38ee28b6,Fact Retrieval,vector,0.75,1.0,1,0.42857142857142855,540,1.735870995617006,"[840, 841, 846]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [840, 841, 846]}","If left untreated, cervical dysplasia may become cervical cancer. If left untreated, cervical dysplasia may become cervical cancer."
Medical-38ee28b6,Fact Retrieval,light_proxy,0.75,1.0,1,0.42857142857142855,899,2.620127001137007,"[840, 841, 846, 842, 863]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [840, 841, 846, 867, 863, 862, 842, 868]}","If left untreated, cervical dysplasia may become cervical cancer. If left untreated, cervical dysplasia may become cervical cancer."
Medical-38ee28b6,Fact Retrieval,path_proxy,0.75,1.0,1,0.42857142857142855,1256,4.435948001628276,"[840, 841, 846, 863, 842, 867, 862]","{""strategy"": ""relation_path_proxy"", ""paths"": [[841, 840, 863], [841, 840], [841, 840, 846], [863, 840], [863, 840, 846], [840, 846]]}","If left untreated, cervical dysplasia may become cervical cancer. If left untreated, cervical dysplasia may become cervical cancer."
Medical-5eeca870,Fact Retrieval,vector,0.5714285714285714,0.0,3,0.08695652173913043,539,1.8818710013874806,"[863, 862, 804]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [863, 862, 804]}","Test results Results from medical history, physical examination, imaging studies, and biopsy will be used to determine your treatment plan. Stage IB2 Cervical Cancer Stage IB3 Cervical Cancer Stage 2 cervical cancer The cancer has grown beyond the cervix."
Medical-5eeca870,Fact Retrieval,light_proxy,0.619047619047619,0.0,3,0.0851063829787234,897,2.6855449978029355,"[863, 862, 805, 804, 847]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [863, 862, 804, 805, 847, 868, 721, 850]}","Test results Results from medical history, physical examination, imaging studies, and biopsy will be used to determine your treatment plan. Test results Results from medical history, physical examination, imaging studies, and biopsy will be used to determine your treatment plan."
Medical-5eeca870,Fact Retrieval,path_proxy,0.8571428571428571,1.0,3,0.0851063829787234,1249,3.938733003451489,"[863, 862, 805, 804, 847, 868, 721]","{""strategy"": ""relation_path_proxy"", ""paths"": [[863, 862], [804, 316, 805]]}","Test results Results from medical history, physical examination, imaging studies, and biopsy will be used to determine your treatment plan. Test results Results from medical history, physical examination, imaging studies, and biopsy will be used to determine your treatment plan."
Medical-7eb90c51,Fact Retrieval,vector,0.6428571428571428,0.5,4,0.14285714285714285,534,1.7724469944369048,"[1192, 181, 814]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [1192, 181, 814]}",Some fertility preservation options are described below. You may be referred for counseling about fertility preservation options.
Medical-7eb90c51,Fact Retrieval,light_proxy,0.8080357142857143,1.0,4,0.0851063829787234,884,2.3758910028846003,"[181, 814, 977, 328, 643]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [1192, 181, 814, 328, 977, 643, 1083, 440]}","More information on fertility preservation is available at NCCN.org/patientguidelines and on the NCCN Patient Guides For more information on fertility preservation, see the NCCN Guidelines for Patients®: Adolescent and Young Adult Cancer at NCCN."
Medical-7eb90c51,Fact Retrieval,path_proxy,0.9330357142857143,1.0,4,0.14285714285714285,1240,3.742648994375486,"[814, 181, 328, 1192, 977, 643, 440]","{""strategy"": ""relation_path_proxy"", ""paths"": [[1192, 383, 941, 977, 814], [181, 814], [181, 328], [814, 328]]}",Some fertility preservation options are described below. You may be referred for counseling about fertility preservation options.
Medical-c6e9519c,Fact Retrieval,vector,0.7242424242424244,0.42857142857142855,7,0.0,538,1.8343589981668629,"[988, 907, 539]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [988, 907, 539]}",Biomarker testing is recommended for all recurrent cervical cancers. Biomarker testing includes tests of
Medical-c6e9519c,Fact Retrieval,light_proxy,0.7385281385281386,0.5714285714285714,7,0.0,894,2.4455450038658455,"[988, 539, 907, 540, 666]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [988, 907, 539, 540, 1060, 914, 666, 863]}",Biomarker testing is recommended for all recurrent cervical cancers. Biomarker testing includes tests of
Medical-c6e9519c,Fact Retrieval,path_proxy,0.7385281385281386,0.5714285714285714,7,0.0,1247,4.101017002540175,"[539, 988, 540, 907, 666, 1060, 914]","{""strategy"": ""relation_path_proxy"", ""paths"": [[988, 539], [988, 539, 540], [539, 540]]}",Biomarker testing is recommended for all recurrent cervical cancers. Biomarker testing includes tests of
Medical-6c42674a,Fact Retrieval,vector,1.0,1.0,1,0.3846153846153846,535,1.9242130001657642,"[145, 148, 151]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 148, 151]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-6c42674a,Fact Retrieval,light_proxy,1.0,1.0,1,0.3846153846153846,890,2.5437129952479154,"[145, 148, 146, 149, 151]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 148, 151, 146, 149, 143, 919, 141]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-6c42674a,Fact Retrieval,path_proxy,1.0,1.0,1,0.3846153846153846,1250,4.008657997474074,"[145, 146, 148, 151, 149, 919, 143]","{""strategy"": ""relation_path_proxy"", ""paths"": [[145, 148], [145, 146, 153, 152, 151], [145, 146], [148, 149, 150, 151], [148, 147, 146], [151, 152, 153, 146]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-155549b0,Fact Retrieval,vector,0.7142857142857143,0.0,1,0.21428571428571427,535,1.7428920036763884,"[145, 148, 151]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 148, 151]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-155549b0,Fact Retrieval,light_proxy,0.8571428571428571,1.0,1,0.21428571428571427,890,2.3276590000023134,"[145, 148, 149, 146, 151]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 148, 151, 146, 149, 403, 143, 919]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-155549b0,Fact Retrieval,path_proxy,0.8571428571428571,1.0,1,0.21428571428571427,1250,3.5812669957522303,"[145, 146, 148, 151, 149, 143, 919]","{""strategy"": ""relation_path_proxy"", ""paths"": [[145, 148], [145, 146, 153, 152, 151], [145, 146], [148, 149, 150, 151], [148, 147, 146], [151, 152, 153, 146]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-56084fb4,Fact Retrieval,vector,0.875,1.0,1,0.15384615384615385,536,1.6405089991167188,"[148, 143, 145]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [148, 143, 145]}",Classic Hodgkin lymphoma Most people with Hodgkin lymphoma have classic Hodgkin lymphoma (CHL). About Hodgkin lymphoma What is lymphoma?
Medical-56084fb4,Fact Retrieval,light_proxy,0.875,1.0,1,0.15384615384615385,894,2.389030996710062,"[148, 143, 149, 145, 921]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [148, 143, 145, 149, 151, 921, 146, 919]}",Classic Hodgkin lymphoma Most people with Hodgkin lymphoma have classic Hodgkin lymphoma (CHL). About Hodgkin lymphoma What is lymphoma?
Medical-56084fb4,Fact Retrieval,path_proxy,0.875,1.0,1,0.15384615384615385,1252,4.808256999240257,"[148, 143, 149, 145, 921, 146, 919]","{""strategy"": ""relation_path_proxy"", ""paths"": [[148, 143], [148, 145], [148, 149], [143, 144, 145], [143, 149], [145, 148, 149]]}",Classic Hodgkin lymphoma Most people with Hodgkin lymphoma have classic Hodgkin lymphoma (CHL). About Hodgkin lymphoma What is lymphoma?
Medical-bc603db5,Fact Retrieval,vector,1.0,1.0,1,0.20689655172413793,536,2.647538000019267,"[148, 145, 360]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [148, 145, 360]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-bc603db5,Fact Retrieval,light_proxy,1.0,1.0,1,0.20689655172413793,896,2.489500999217853,"[148, 145, 360, 478, 416]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [148, 145, 360, 478, 416, 151, 149, 146]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-bc603db5,Fact Retrieval,path_proxy,1.0,1.0,1,0.20689655172413793,1252,3.834386996459216,"[148, 145, 360, 478, 149, 416, 150]","{""strategy"": ""relation_path_proxy"", ""paths"": [[148, 145], [148, 149, 150, 360], [148, 149, 150, 478], [145, 360], [145, 478], [360, 478]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-d81ad4db,Fact Retrieval,vector,0.7,0.0,1,0.05970149253731343,536,2.1556499996222556,"[1057, 149, 415]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [1057, 149, 415]}","A biomarker is a molecular characteristic such as a genetic mutation. There are 2 types of ALL: B cell or B-ALL T cell or T-ALL Within each type there are several subtypes, which are based mainly on: The type of lymphocyte (most often B cell or T cell) within the leukemia cells and how mature the cells are."
Medical-d81ad4db,Fact Retrieval,light_proxy,0.7,0.0,1,0.0625,897,2.531603997340426,"[1057, 149, 415, 1056, 1058]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [1057, 149, 415, 148, 537, 587, 1056, 1058]}","If the tumor is a glioma, the cell type will be noted in the report. A biomarker is a molecular characteristic such as a genetic"
Medical-d81ad4db,Fact Retrieval,path_proxy,0.7,0.0,1,0.0625,1254,3.858332995150704,"[149, 415, 148, 1057, 1056, 1058, 428]","{""strategy"": ""relation_path_proxy"", ""paths"": [[149, 428, 487, 415], [149, 148], [415, 487, 428, 149, 148]]}","If the tumor is a glioma, the cell type will be noted in the report. A biomarker is a molecular characteristic such as a genetic"
Medical-41eb01ac,Fact Retrieval,vector,1.0,1.0,1,0.08000000000000002,534,1.699756998277735,"[149, 148, 159]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [149, 148, 159]}","NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells. NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells."
Medical-41eb01ac,Fact Retrieval,light_proxy,1.0,1.0,1,0.17777777777777776,893,2.350331997149624,"[149, 148, 159, 143, 590]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [149, 148, 159, 590, 143, 1109, 712, 921]}","It can also help predict whether the cancer could transform into a more aggressive type. NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells."
Medical-41eb01ac,Fact Retrieval,path_proxy,1.0,1.0,1,0.17777777777777776,1248,3.60757700400427,"[149, 148, 159, 590, 428, 160, 213]","{""strategy"": ""relation_path_proxy"", ""paths"": [[149, 148], [149, 428, 213, 161, 160, 159]]}","It can also help predict whether the cancer could transform into a more aggressive type. NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells."
Medical-620a1582,Fact Retrieval,vector,0.7777777777777778,1.0,1,0.19999999999999998,535,1.7519860048196279,"[145, 151, 148]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 151, 148]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-620a1582,Fact Retrieval,light_proxy,0.8888888888888888,1.0,1,0.19999999999999998,893,2.3900020023575053,"[145, 148, 919, 151, 146]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 151, 148, 146, 919, 149, 143, 920]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-620a1582,Fact Retrieval,path_proxy,0.8888888888888888,1.0,1,0.19999999999999998,1250,4.077931997017004,"[145, 146, 148, 151, 149, 919, 920]","{""strategy"": ""relation_path_proxy"", ""paths"": [[145, 146, 153, 152, 151], [145, 148], [145, 146], [151, 150, 149, 148], [151, 152, 153, 146], [148, 147, 146]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-45b14e2d,Fact Retrieval,vector,0.8,1.0,1,0.0,535,1.7203180032083765,"[151, 145, 148]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [151, 145, 148]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-45b14e2d,Fact Retrieval,light_proxy,0.8,1.0,1,0.0,890,2.393786999164149,"[145, 148, 151, 149, 146]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [151, 145, 148, 738, 149, 146, 737, 416]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-45b14e2d,Fact Retrieval,path_proxy,0.9,1.0,1,0.14814814814814814,1243,3.7221689999569207,"[145, 151, 148, 149, 146, 738, 737]","{""strategy"": ""relation_path_proxy"", ""paths"": [[151, 152, 153, 146, 145], [151, 150, 149, 148], [145, 148]]}",About Hodgkin lymphoma What is lymphoma? The standard biopsy method for diagnosing primary CNS lymphoma is
Medical-d3a58aef,Fact Retrieval,vector,0.5714285714285714,0.0,2,0.13333333333333333,535,1.6661569970892742,"[145, 148, 151]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 148, 151]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-d3a58aef,Fact Retrieval,light_proxy,0.7142857142857143,0.0,2,0.13333333333333333,890,2.5382639942108653,"[145, 148, 146, 149, 151]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 148, 151, 146, 149, 143, 919, 416]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-d3a58aef,Fact Retrieval,path_proxy,0.7142857142857143,0.0,2,0.13333333333333333,1250,4.060064995428547,"[145, 146, 148, 151, 149, 143, 919]","{""strategy"": ""relation_path_proxy"", ""paths"": [[145, 148], [145, 146, 153, 152, 151], [145, 146], [148, 149, 150, 151], [148, 147, 146], [151, 152, 153, 146]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-49e5ee6e,Fact Retrieval,vector,0.5714285714285714,0.0,2,0.06666666666666667,535,1.7369429988320917,"[151, 145, 148]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [151, 145, 148]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-49e5ee6e,Fact Retrieval,light_proxy,0.5714285714285714,0.0,2,0.06666666666666667,890,2.3730359971523285,"[145, 148, 151, 146, 149]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [151, 145, 148, 572, 146, 149, 143, 160]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-49e5ee6e,Fact Retrieval,path_proxy,0.5714285714285714,0.0,2,0.06666666666666667,1249,4.327785994973965,"[145, 148, 151, 146, 149, 143, 150]","{""strategy"": ""relation_path_proxy"", ""paths"": [[151, 152, 153, 146, 145], [151, 150, 149, 148], [145, 148]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-2b8c042d,Fact Retrieval,vector,1.0,1.0,2,0.13333333333333333,533,1.8536679999670014,"[148, 145, 149]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [148, 145, 149]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-2b8c042d,Fact Retrieval,light_proxy,1.0,1.0,2,0.13333333333333333,890,2.4455149978166446,"[148, 145, 149, 146, 151]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [148, 145, 149, 151, 146, 919, 143, 153]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-2b8c042d,Fact Retrieval,path_proxy,1.0,1.0,2,0.13333333333333333,1250,5.318550996889826,"[148, 149, 145, 151, 146, 153, 919]","{""strategy"": ""relation_path_proxy"", ""paths"": [[148, 145], [148, 149], [148, 149, 150, 151], [145, 148, 149], [145, 146, 153, 152, 151], [149, 150, 151]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-3b688fe1,Fact Retrieval,vector,0.9375,1.0,2,0.0625,535,2.3708130029262975,"[145, 148, 151]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 148, 151]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-3b688fe1,Fact Retrieval,light_proxy,0.9375,1.0,2,0.0625,890,3.216370001609903,"[145, 148, 146, 151, 149]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 148, 151, 146, 149, 367, 485, 143]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-3b688fe1,Fact Retrieval,path_proxy,0.9375,1.0,2,0.0625,1243,5.142727000929881,"[148, 145, 151, 367, 149, 146, 150]","{""strategy"": ""relation_path_proxy"", ""paths"": [[367, 486, 149, 148], [367, 972, 971, 970, 150, 151], [145, 148], [145, 146, 153, 152, 151], [148, 149, 150, 151]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-140a1830,Fact Retrieval,vector,0.55,0.0,2,0.0,535,1.7968629981623963,"[145, 148, 151]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 148, 151]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-140a1830,Fact Retrieval,light_proxy,0.6625,0.0,2,0.0,891,2.5073379947571084,"[145, 148, 149, 146, 919]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 148, 151, 146, 149, 143, 919, 920]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-140a1830,Fact Retrieval,path_proxy,0.775,1.0,2,0.0,1250,3.808667999692261,"[145, 146, 148, 151, 149, 919, 920]","{""strategy"": ""relation_path_proxy"", ""paths"": [[145, 148], [145, 146, 153, 152, 151], [145, 146], [148, 149, 150, 151], [148, 147, 146], [151, 152, 153, 146]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-c76d84e2,Fact Retrieval,vector,0.5476190476190476,0.0,2,0.0,535,1.703762995020952,"[145, 148, 151]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [145, 148, 151]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-c76d84e2,Fact Retrieval,light_proxy,0.5476190476190476,0.0,2,0.0,890,2.4889100022846833,"[145, 148, 146, 151, 149]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [145, 148, 151, 146, 149, 506, 123, 711]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-c76d84e2,Fact Retrieval,path_proxy,0.9285714285714286,1.0,2,0.0,1248,3.82353100576438,"[145, 146, 148, 151, 149, 506, 123]","{""strategy"": ""relation_path_proxy"", ""paths"": [[145, 148], [145, 146, 153, 152, 151], [145, 146], [148, 149, 150, 151], [148, 147, 146], [151, 152, 153, 146]]}","About Hodgkin lymphoma What is lymphoma? Types of Hodgkin lymphoma There are 2 types of Hodgkin lymphoma, described next."
Medical-9b5a2b0a,Fact Retrieval,vector,0.5357142857142857,0.0,2,0.1111111111111111,539,1.7618100027902983,"[148, 143, 725]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [148, 143, 725]}","While there are different subtypes of CHL, the same care is recommended for all of them. The standard method for diagnosing primary CNS"
Medical-9b5a2b0a,Fact Retrieval,light_proxy,0.6190476190476191,0.0,2,0.1111111111111111,894,2.502410003216937,"[148, 143, 726, 725, 738]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [148, 143, 725, 726, 1242, 738, 644, 1015]}","While there are different subtypes of CHL, the same care is recommended for all of them. The standard method for diagnosing primary CNS"
Medical-9b5a2b0a,Fact Retrieval,path_proxy,0.7738095238095238,0.5,2,0.1714285714285714,1253,3.7582829972961918,"[148, 143, 726, 725, 738, 1242, 644]","{""strategy"": ""relation_path_proxy"", ""paths"": [[148, 143], [725, 726]]}","When will I have a biopsy? While there are different subtypes of CHL, the same care is recommended for all of them."
Medical-e39fe71c,Fact Retrieval,vector,0.8571428571428571,1.0,1,0.2857142857142857,536,1.8310040031792596,"[148, 143, 145]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [148, 143, 145]}",Classic Hodgkin lymphoma Most people with Hodgkin lymphoma have classic Hodgkin lymphoma (CHL). About Hodgkin lymphoma What is lymphoma?
Medical-e39fe71c,Fact Retrieval,light_proxy,0.8571428571428571,1.0,1,0.2857142857142857,891,2.360507001867518,"[148, 145, 143, 149, 146]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [148, 143, 145, 151, 158, 146, 149, 919]}",Classic Hodgkin lymphoma Most people with Hodgkin lymphoma have classic Hodgkin lymphoma (CHL). About Hodgkin lymphoma What is lymphoma?
Medical-e39fe71c,Fact Retrieval,path_proxy,0.8571428571428571,1.0,1,0.2857142857142857,1250,4.470690000744071,"[148, 145, 143, 149, 415, 146, 151]","{""strategy"": ""relation_path_proxy"", ""paths"": [[415, 487, 428, 149, 148], [415, 478, 145], [148, 143], [148, 145], [143, 144, 145]]}",Classic Hodgkin lymphoma Most people with Hodgkin lymphoma have classic Hodgkin lymphoma (CHL). About Hodgkin lymphoma What is lymphoma?
Medical-8f34d47a,Fact Retrieval,vector,0.4,0.0,1,0.07894736842105261,537,1.7884210028569214,"[149, 415, 148]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [149, 415, 148]}","There are 2 types of ALL: B cell or B-ALL T cell or T-ALL Within each type there are several subtypes, which are based mainly on: The type of lymphocyte (most often B cell or T cell) within the leukemia cells and how mature the cells are. NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells."
Medical-8f34d47a,Fact Retrieval,light_proxy,0.4,0.0,1,0.056338028169014086,895,2.5327559997094795,"[149, 415, 148, 1057, 1058]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [149, 415, 148, 1057, 271, 1058, 896, 158]}","If the tumor is a glioma, the cell type will be noted in the report. There are 2 types of ALL: B cell or B-ALL T cell or T-ALL Within each type there are several subtypes, which are based mainly on: The type of lymphocyte (most often B cell or T cell) within the leukemia cells and how mature the cells are."
Medical-8f34d47a,Fact Retrieval,path_proxy,0.4,0.0,1,0.056338028169014086,1251,4.307585993956309,"[149, 415, 148, 1057, 1058, 428, 487]","{""strategy"": ""relation_path_proxy"", ""paths"": [[415, 487, 428, 149], [415, 487, 428, 149, 148], [149, 148]]}","If the tumor is a glioma, the cell type will be noted in the report. There are 2 types of ALL: B cell or B-ALL T cell or T-ALL Within each type there are several subtypes, which are based mainly on: The type of lymphocyte (most often B cell or T cell) within the leukemia cells and how mature the cells are."
Medical-54f18ca7,Fact Retrieval,vector,0.39305555555555555,0.0,6,0.0,537,1.6778049975982867,"[148, 149, 143]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [148, 149, 143]}","NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells. NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells."
Medical-54f18ca7,Fact Retrieval,light_proxy,0.5740740740740741,0.3333333333333333,6,0.0,891,2.348681002331432,"[148, 149, 143, 621, 572]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [148, 149, 143, 572, 621, 644, 565, 653]}","NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells. NLPHL While CHL is known for Reed-Sternberg cells, nodular lymphocyte-predominant Hodgkin lymphoma (NLPHL) is known for popcornshaped cells."
